EC-Lab ASCII FILE
Nb header lines : 59                          

Cyclic Voltammetry

Run on channel : 1 (SN 69763)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Technique started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-Lab for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Electrode surface area : 0.001 cm²
Characteristic mass : 0.001 g
Equivalent Weight : 0.000 g/eq.
Density : 0.000 g/cm3
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.740              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.160               
vs.                 Ref                 
Step percent        50                  
N                   10                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.840              
vs.                 Ref                 
nc cycles           10                  
Reverse Scan        1                   
Ef (V)              -0.740              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	P/W	Ewe-Ece/V	
2	0	0	1	0	5.102464684519568E+003	-7.3995936E-001	-7.4049646E-001	-4.001066554337740E-003	1.000000000000000E+000	0.0000000E+000	14	3.6536592E-001	4.7803946E+000	0.000000000000000E+000	2.9627756E-006	-1.1058624E+000
2	0	0	1	0	5.102507484519068E+003	-7.3910439E-001	-7.3966414E-001	6.146718457444356E-003	1.000000000000000E+000	3.4472049E-007	14	3.6405614E-001	4.7803931E+000	0.000000000000000E+000	-4.5465072E-006	-1.1037203E+000
2	1	0	1	0	5.102572884518246E+003	-7.3779607E-001	-7.3830861E-001	8.255674305692975E-003	1.000000000000000E+000	9.6612064E-007	13	3.6241034E-001	4.7803941E+000	6.539999917731620E-002	-6.0952352E-006	-1.1007190E+000
2	1	0	1	0	5.102622984517649E+003	-7.3679364E-001	-7.3730713E-001	8.367989423546829E-003	1.000000000000000E+000	1.4563733E-006	13	3.6122248E-001	4.7803936E+000	1.154999985810719E-001	-6.1697783E-006	-1.0985296E+000
2	1	0	1	0	5.102673184517058E+003	-7.3579043E-001	-7.3631543E-001	8.735807856112388E-003	1.000000000000000E+000	1.9594711E-006	13	3.5998863E-001	4.7803936E+000	1.656999979895772E-001	-6.4323103E-006	-1.0963041E+000
2	1	0	1	0	5.102723584516425E+003	-7.3478246E-001	-7.3527694E-001	8.697218128494277E-003	1.000000000000000E+000	2.4725925E-006	13	3.5876369E-001	4.7803936E+000	2.160999973566504E-001	-6.3948637E-006	-1.0940406E+000
2	1	0	1	0	5.102773784515826E+003	-7.3377764E-001	-7.3431456E-001	8.871957585344932E-003	1.000000000000000E+000	2.9877269E-006	13	3.5752267E-001	4.7803936E+000	2.662999967578799E-001	-6.5148079E-006	-1.0918372E+000
2	1	0	1	0	5.102823984515227E+003	-7.3277450E-001	-7.3329461E-001	9.000909494849269E-003	1.000000000000000E+000	3.5102350E-006	13	3.5629660E-001	4.7803936E+000	3.164999961591093E-001	-6.6003186E-006	-1.0895913E+000
2	1	0	1	0	5.102874384514624E+003	-7.3176646E-001	-7.3229313E-001	8.959205836081580E-003	1.000000000000000E+000	4.0377913E-006	13	3.5506487E-001	4.7803936E+000	3.668999955552863E-001	-6.5607651E-006	-1.0873580E+000
2	1	0	1	0	5.102924584513996E+003	-7.3076165E-001	-7.3129964E-001	9.292384578320347E-003	1.000000000000000E+000	4.5688184E-006	13	3.5379505E-001	4.7803936E+000	4.170999949274119E-001	-6.7955175E-006	-1.0850947E+000
