EC-Lab ASCII FILE
Nb header lines : 59                          

Cyclic Voltammetry

Run on channel : 1 (SN 69763)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Technique started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-Lab for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Electrode surface area : 0.001 cm²
Characteristic mass : 0.001 g
Equivalent Weight : 0.000 g/eq.
Density : 0.000 g/cm3
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.730              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.170               
vs.                 Ref                 
Step percent        50                  
N                   10                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.830              
vs.                 Ref                 
nc cycles           10                  
Reverse Scan        1                   
Ef (V)              -0.730              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	P/W	Ewe-Ece/V	
2	0	0	0	0	5.102463684519520E+003	-7.3004293E-001	-7.3059481E-001	-1.767348294379190E-004	1.000000000000000E+000	0.0000000E+000	14	3.8932589E-001	7.4893413E+000	0.000000000000000E+000	1.2912155E-007	-1.1199207E+000
2	1	0	1	0	5.102491384519206E+003	-7.2948933E-001	-7.2993475E-001	7.416236523768063E-003	1.000000000000000E+000	1.8038956E-007	14	3.8789937E-001	7.4893379E+000	0.000000000000000E+000	-5.4133689E-006	-1.1178341E+000
2	1	0	1	0	5.102541984518568E+003	-7.2847754E-001	-7.2898591E-001	8.097965236035447E-003	1.000000000000000E+000	5.7953400E-007	14	3.8661334E-001	7.4893379E+000	5.059999936202075E-002	-5.9033027E-006	-1.1155993E+000
2	1	0	1	0	5.102592184517969E+003	-7.2747242E-001	-7.2791582E-001	8.582102091707011E-003	1.000000000000000E+000	9.9955741E-007	14	3.8527972E-001	7.4893384E+000	1.007999987632502E-001	-6.2470481E-006	-1.1131955E+000
2	1	0	1	0	5.102642384517370E+003	-7.2646922E-001	-7.2691602E-001	8.770878635993518E-003	1.000000000000000E+000	1.4336601E-006	14	3.8396344E-001	7.4893379E+000	1.509999981644796E-001	-6.3756920E-006	-1.1108794E+000
2	1	0	1	0	5.102707984516557E+003	-7.2515684E-001	-7.2563446E-001	8.981840014533782E-003	1.000000000000000E+000	2.0443795E-006	14	3.8222533E-001	7.4893389E+000	2.165999973512953E-001	-6.5175327E-006	-1.1078598E+000
2	1	0	1	0	5.102773484515768E+003	-7.2384691E-001	-7.2439539E-001	7.806104278631071E-003	1.000000000000000E+000	2.6576029E-006	13	3.8058463E-001	7.4893384E+000	2.820999965624651E-001	-5.6547060E-006	-1.1049800E+000
2	1	0	1	0	5.102823684515162E+003	-7.2284275E-001	-7.2338498E-001	8.001869760004235E-003	1.000000000000000E+000	3.1124737E-006	13	3.7924498E-001	7.4893384E+000	3.322999959564186E-001	-5.7884322E-006	-1.1026299E+000
2	1	0	1	0	5.102873984514546E+003	-7.2183836E-001	-7.2235262E-001	8.040143957246351E-003	1.000000000000000E+000	3.5733985E-006	13	3.7792569E-001	7.4893379E+000	3.825999953405699E-001	-5.8078190E-006	-1.1002784E+000
2	1	0	1	0	5.102924484513962E+003	-7.2082746E-001	-7.2137165E-001	7.963760587856361E-003	1.000000000000000E+000	4.0371842E-006	13	3.7662989E-001	7.4893379E+000	4.330999947560485E-001	-5.7448310E-006	-1.0980015E+000
2	1	0	1	0	5.102974984513341E+003	-7.1981740E-001	-7.2027349E-001	8.143842076424407E-003	1.000000000000000E+000	4.5030201E-006	13	3.7529796E-001	7.4893379E+000	4.835999941351474E-001	-5.8657938E-006	-1.0955715E+000
2	1	0	1	0	5.103025184512720E+003	-7.1881247E-001	-7.1937603E-001	8.114444276240362E-003	1.000000000000000E+000	4.9718856E-006	13	3.7398914E-001	7.4893384E+000	5.337999935145490E-001	-5.8373366E-006	-1.0933652E+000
2	1	0	1	0	5.103075384512136E+003	-7.1780932E-001	-7.1830934E-001	8.193386874426514E-003	1.000000000000000E+000	5.4403749E-006	13	3.7267536E-001	7.4893379E+000	5.839999929303303E-001	-5.8853861E-006	-1.0909847E+000
2	1	0	1	0	5.103125984511513E+003	-7.1679753E-001	-7.1731210E-001	8.266407152079561E-003	1.000000000000000E+000	5.9146128E-006	13	3.7136248E-001	7.4893379E+000	6.345999923069030E-001	-5.9295940E-006	-1.0886745E+000
2	1	0	1	0	5.103176384510909E+003	-7.1578932E-001	-7.1634030E-001	8.146103577386744E-003	1.000000000000000E+000	6.3878606E-006	13	3.7005606E-001	7.4893379E+000	6.849999917030800E-001	-5.8353821E-006	-1.0863963E+000
2	1	0	1	0	5.103226784510276E+003	-7.1478069E-001	-7.1528393E-001	8.401004403685006E-003	1.000000000000000E+000	6.8642530E-006	13	3.6869311E-001	7.4893384E+000	7.353999910701532E-001	-6.0091033E-006	-1.0839770E+000
2	1	0	1	0	5.103277084509697E+003	-7.1377552E-001	-7.1429461E-001	8.308814792565372E-003	1.000000000000000E+000	7.3434630E-006	13	3.6739600E-001	7.4893379E+000	7.856999904906843E-001	-5.9349418E-006	-1.0816905E+000
2	1	0	1	0	5.103327584509054E+003	-7.1276534E-001	-7.1329403E-001	8.226182166313323E-003	1.000000000000000E+000	7.8229750E-006	13	3.6609355E-001	7.4893379E+000	8.361999898479553E-001	-5.8676865E-006	-1.0793875E+000
2	1	0	1	0	5.103378084508440E+003	-7.1175557E-001	-7.1231622E-001	8.863777924936693E-003	1.000000000000000E+000	8.3198611E-006	13	3.6471182E-001	7.4893379E+000	8.866999892343301E-001	-6.3138127E-006	-1.0770280E+000
2	1	0	1	0	5.103428384507846E+003	-7.1074861E-001	-7.1127355E-001	8.537652763253467E-003	1.000000000000000E+000	8.8236147E-006	13	3.6332723E-001	7.4893384E+000	9.369999886403093E-001	-6.0726065E-006	-1.0746008E+000
