EC-Lab ASCII FILE
Nb header lines : 59                          

Cyclic Voltammetry

Run on channel : 1 (SN 69801)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Technique started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-Lab for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Electrode surface area : 0.001 cm²
Characteristic mass : 0.001 g
Equivalent Weight : 0.000 g/eq.
Density : 0.000 g/cm3
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.740              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.160               
vs.                 Ref                 
Step percent        50                  
N                   10                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.840              
vs.                 Ref                 
nc cycles           10                  
Reverse Scan        1                   
Ef (V)              -0.740              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	P/W	Ewe-Ece/V	
2	0	0	0	0	5.102465884519639E+003	-7.3997790E-001	-7.4019533E-001	-4.105974454432726E-003	1.000000000000000E+000	0.0000000E+000	14	3.0420583E-001	5.1803927E+000	0.000000000000000E+000	3.0392232E-006	-1.0444012E+000
2	1	0	1	0	5.102508484519116E+003	-7.3912233E-001	-7.3937047E-001	5.832586399956596E-003	1.000000000000000E+000	3.1215529E-007	14	3.0352110E-001	5.1803904E+000	0.000000000000000E+000	-4.3124423E-006	-1.0428915E+000
2	1	0	1	0	5.102573684518335E+003	-7.3781866E-001	-7.3810697E-001	5.537768413695000E-003	1.000000000000000E+000	8.2715383E-007	13	3.0237788E-001	5.1803918E+000	6.519999921874842E-002	-4.0874656E-006	-1.0404849E+000
2	1	0	1	0	5.102623784517724E+003	-7.3681611E-001	-7.3712474E-001	5.930854413977456E-003	1.000000000000000E+000	1.1896285E-006	13	3.0148858E-001	5.1803918E+000	1.152999986079521E-001	-4.3717796E-006	-1.0386133E+000
2	1	0	1	0	5.102673984517125E+003	-7.3581237E-001	-7.3611569E-001	5.860021269045765E-003	1.000000000000000E+000	1.5598091E-006	13	3.0060080E-001	5.1803918E+000	1.654999980091816E-001	-4.3136538E-006	-1.0367165E+000
2	1	0	1	0	5.102724084516514E+003	-7.3481065E-001	-7.3510242E-001	6.009432525596981E-003	1.000000000000000E+000	1.9308065E-006	13	2.9968730E-001	5.1803918E+000	2.155999973983853E-001	-4.4175486E-006	-1.0347897E+000
2	1	0	1	0	5.102774284515908E+003	-7.3380661E-001	-7.3408824E-001	6.097030622356212E-003	1.000000000000000E+000	2.3089199E-006	13	2.9880804E-001	5.1803918E+000	2.657999967923388E-001	-4.4757585E-006	-1.0328963E+000
2	1	0	1	0	5.102824484515309E+003	-7.3280269E-001	-7.3309433E-001	6.122554301878955E-003	1.000000000000000E+000	2.6910957E-006	13	2.9789758E-001	5.1803918E+000	3.159999961935682E-001	-4.4884100E-006	-1.0309919E+000
2	1	0	1	0	5.102874584514691E+003	-7.3180014E-001	-7.3208469E-001	6.280638030687083E-003	1.000000000000000E+000	3.0747005E-006	13	2.9698709E-001	5.1803918E+000	3.660999955754960E-001	-4.5979591E-006	-1.0290718E+000
2	1	0	1	0	5.102924584514083E+003	-7.3080009E-001	-7.3106778E-001	6.418032802348178E-003	1.000000000000000E+000	3.4649997E-006	13	2.9607987E-001	5.1803918E+000	4.160999949672259E-001	-4.6920168E-006	-1.0271477E+000
