EC-Lab ASCII FILE
Nb header lines : 59                          

Cyclic Voltammetry

Run on channel : 1 (SN 69801)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Technique started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-Lab for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Electrode surface area : 0.001 cm²
Characteristic mass : 0.001 g
Equivalent Weight : 0.000 g/eq.
Density : 0.000 g/cm3
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.730              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.170               
vs.                 Ref                 
Step percent        50                  
N                   10                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.830              
vs.                 Ref                 
nc cycles           10                  
Reverse Scan        1                   
Ef (V)              -0.730              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	P/W	Ewe-Ece/V	
2	0	0	0	0	5.102325684511146E+003	-7.2997582E-001	-7.3010182E-001	-4.055551718920469E-003	1.000000000000000E+000	0.0000000E+000	14	4.5187107E-001	6.9606514E+000	0.000000000000000E+000	2.9609657E-006	-1.1819729E+000
2	0	0	1	0	5.102368284510638E+003	-7.2912508E-001	-7.2938508E-001	8.534866513516731E-003	1.000000000000000E+000	3.5780960E-007	14	4.4928044E-001	6.9606495E+000	0.000000000000000E+000	-6.2252043E-006	-1.1786655E+000
2	1	0	1	0	5.102433484509842E+003	-7.2782052E-001	-7.2810775E-001	8.751035026978188E-003	1.000000000000000E+000	1.0041363E-006	13	4.4522196E-001	6.9606490E+000	6.519999920419650E-002	-6.3716966E-006	-1.1733297E+000
2	1	0	1	0	5.102483584509246E+003	-7.2681803E-001	-7.2707349E-001	9.031072170559866E-003	1.000000000000000E+000	1.5159884E-006	13	4.4238362E-001	6.9606490E+000	1.152999986079521E-001	-6.5662530E-006	-1.1694571E+000
2	1	0	1	0	5.102533684508635E+003	-7.2581655E-001	-7.2611433E-001	9.323423449842883E-003	1.000000000000000E+000	2.0422435E-006	13	4.3964246E-001	6.9606490E+000	1.653999979971559E-001	-6.7698716E-006	-1.1657568E+000
2	1	0	1	0	5.102583884508022E+003	-7.2481251E-001	-7.2506696E-001	9.345730806017194E-003	1.000000000000000E+000	2.5783070E-006	13	4.3688285E-001	6.9606490E+000	2.155999973838334E-001	-6.7762808E-006	-1.1619499E+000
2	1	0	1	0	5.102633984507411E+003	-7.2381008E-001	-7.2406358E-001	9.727419251619192E-003	1.000000000000000E+000	3.1189873E-006	13	4.3412328E-001	6.9606490E+000	2.656999967730371E-001	-7.0432698E-006	-1.1581869E+000
2	1	0	1	0	5.102683984506817E+003	-7.2281009E-001	-7.2305828E-001	9.658044518868425E-003	1.000000000000000E+000	3.6655460E-006	13	4.3141574E-001	6.9606490E+000	3.156999961793190E-001	-6.9833291E-006	-1.1544740E+000
2	1	0	1	0	5.102734084506228E+003	-7.2180855E-001	-7.2205573E-001	9.621838942483793E-003	1.000000000000000E+000	4.2152210E-006	13	4.2867836E-001	6.9606490E+000	3.657999955903506E-001	-6.9475041E-006	-1.1507341E+000
2	1	0	1	0	5.102784284505593E+003	-7.2080451E-001	-7.2103387E-001	9.811560586910184E-003	1.000000000000000E+000	4.7693375E-006	13	4.2597282E-001	6.9606490E+000	4.159999949552002E-001	-7.0744677E-006	-1.1470068E+000
