EC-Lab ASCII FILE
Nb header lines : 59                          

Cyclic Voltammetry

Run on channel : 1 (SN 69763)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Technique started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-Lab for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Electrode surface area : 0.001 cm²
Characteristic mass : 0.001 g
Equivalent Weight : 0.000 g/eq.
Density : 0.000 g/cm3
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.715              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.185               
vs.                 Ref                 
Step percent        50                  
N                   10                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.815              
vs.                 Ref                 
nc cycles           10                  
Reverse Scan        1                   
Ef (V)              -0.715              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	P/W	Ewe-Ece/V	
2	0	0	0	0	5.102563684525579E+003	-7.1504128E-001	-7.1557200E-001	-3.559476695954800E-003	1.000000000000000E+000	0.0000000E+000	14	1.9650304E-001	9.5482883E+000	0.000000000000000E+000	2.5470620E-006	-9.1207504E-001
2	0	0	1	0	5.102606184525095E+003	-7.1419150E-001	-7.1473402E-001	1.275936426034396E-002	1.000000000000000E+000	4.6253294E-007	14	1.8858425E-001	9.5482855E+000	0.000000000000000E+000	-9.1195516E-006	-9.0331829E-001
2	1	0	1	0	5.102671184524283E+003	-7.1289158E-001	-7.1341276E-001	1.898757356684658E-002	1.000000000000000E+000	1.4692406E-006	13	1.8309610E-001	9.5482855E+000	6.499999918742105E-002	-1.3545978E-005	-8.9650887E-001
2	1	0	1	0	5.102721184523682E+003	-7.1189153E-001	-7.1242136E-001	2.023084974347578E-002	1.000000000000000E+000	2.4873896E-006	13	1.8026367E-001	9.5482855E+000	1.149999985864270E-001	-1.4412890E-005	-8.9268506E-001
2	1	0	1	0	5.102771184523081E+003	-7.1089149E-001	-7.1145624E-001	2.069026424066612E-002	1.000000000000000E+000	3.5484350E-006	13	1.7779228E-001	9.5482855E+000	1.649999979854329E-001	-1.4720217E-005	-8.8924849E-001
2	1	0	1	0	5.102821184522472E+003	-7.0989144E-001	-7.1043676E-001	2.255148902380222E-002	1.000000000000000E+000	4.6647583E-006	13	1.7453037E-001	9.5482855E+000	2.149999973771628E-001	-1.6021408E-005	-8.8496715E-001
2	1	0	1	0	5.102871184521864E+003	-7.0889151E-001	-7.0942158E-001	2.201278853074956E-002	1.000000000000000E+000	5.8152264E-006	13	1.7232214E-001	9.5482855E+000	2.649999967688927E-001	-1.5616348E-005	-8.8174373E-001
2	1	0	1	0	5.102921184521256E+003	-7.0789146E-001	-7.0847255E-001	2.164060082631532E-002	1.000000000000000E+000	6.9425955E-006	13	1.7014880E-001	9.5482855E+000	3.149999961606227E-001	-1.5331772E-005	-8.7862134E-001
2	1	0	1	0	5.102971184520655E+003	-7.0689154E-001	-7.0744061E-001	2.179676569196287E-002	1.000000000000000E+000	8.0635782E-006	13	1.6778435E-001	9.5482855E+000	3.649999955596286E-001	-1.5419917E-005	-8.7522495E-001
2	1	0	1	0	5.103021184520054E+003	-7.0589149E-001	-7.0646834E-001	2.189504598586434E-002	1.000000000000000E+000	9.1894126E-006	13	1.6534697E-001	9.5482855E+000	4.149999949586345E-001	-1.5468157E-005	-8.7181532E-001
2	1	0	1	0	5.103071184519446E+003	-7.0489144E-001	-7.0539403E-001	2.182436718269147E-002	1.000000000000000E+000	1.0319346E-005	13	1.6305222E-001	9.5482855E+000	4.649999943503644E-001	-1.5394779E-005	-8.6844623E-001
2	1	0	1	0	5.103121184518837E+003	-7.0389152E-001	-7.0445549E-001	2.205009295182570E-002	1.000000000000000E+000	1.1451880E-005	13	1.6072249E-001	9.5482855E+000	5.149999937420944E-001	-1.5533309E-005	-8.6517799E-001
2	1	0	1	0	5.103171184518229E+003	-7.0289159E-001	-7.0344186E-001	2.189088455634192E-002	1.000000000000000E+000	1.2585090E-005	13	1.5866247E-001	9.5482855E+000	5.649999931338243E-001	-1.5398964E-005	-8.6210430E-001
2	1	0	1	0	5.103221184517628E+003	-7.0189154E-001	-7.0241964E-001	2.203604276292032E-002	1.000000000000000E+000	1.3720132E-005	13	1.5654738E-001	9.5482855E+000	6.149999925328302E-001	-1.5478548E-005	-8.5896701E-001
2	1	0	1	0	5.103271184517027E+003	-7.0089149E-001	-7.0143861E-001	2.209543702796252E-002	1.000000000000000E+000	1.4858564E-005	13	1.5402447E-001	9.5482855E+000	6.649999919318361E-001	-1.5498592E-005	-8.5546309E-001
2	1	0	1	0	5.103321184516419E+003	-6.9989145E-001	-7.0046514E-001	2.202502732742928E-002	1.000000000000000E+000	1.5997517E-005	13	1.5186317E-001	9.5482855E+000	7.149999913235661E-001	-1.5427764E-005	-8.5232830E-001
2	1	0	1	0	5.103371184515810E+003	-6.9889152E-001	-6.9944400E-001	2.210655853505836E-002	1.000000000000000E+000	1.7135235E-005	13	1.4958249E-001	9.5482855E+000	7.649999907152960E-001	-1.5462299E-005	-8.4902650E-001
2	1	0	1	0	5.103421184515202E+003	-6.9789147E-001	-6.9842911E-001	2.212403927222587E-002	1.000000000000000E+000	1.8275341E-005	13	1.4743727E-001	9.5482855E+000	8.149999901070260E-001	-1.5452073E-005	-8.4586638E-001
2	1	0	1	0	5.103471184514601E+003	-6.9689155E-001	-6.9746089E-001	2.209817560570726E-002	1.000000000000000E+000	1.9417977E-005	13	1.4536278E-001	9.5482855E+000	8.649999895060319E-001	-1.5412614E-005	-8.4282368E-001
2	1	0	1	0	5.103521184514000E+003	-6.9589150E-001	-6.9643652E-001	2.235818256977604E-002	1.000000000000000E+000	2.0564694E-005	13	1.4337221E-001	9.5482855E+000	9.149999889050378E-001	-1.5571055E-005	-8.3980870E-001
2	1	0	1	0	5.103571184513392E+003	-6.9489145E-001	-6.9541001E-001	2.219633526962109E-002	1.000000000000000E+000	2.1712503E-005	13	1.4126809E-001	9.5482855E+000	9.649999882967677E-001	-1.5435553E-005	-8.3667809E-001
2	1	0	1	0	5.103621184512784E+003	-6.9389153E-001	-6.9445676E-001	2.223323356291218E-002	1.000000000000000E+000	2.2859220E-005	13	1.3905245E-001	9.5482855E+000	1.014999987688498E+000	-1.5440019E-005	-8.3350921E-001
2	1	0	1	0	5.103671184512175E+003	-6.9289154E-001	-6.9342166E-001	2.240491922323901E-002	1.000000000000000E+000	2.4009585E-005	13	1.3691279E-001	9.5482855E+000	1.064999987080228E+000	-1.5536056E-005	-8.3033442E-001
2	1	0	1	0	5.103721184511574E+003	-6.9189149E-001	-6.9244820E-001	2.220622753871043E-002	1.000000000000000E+000	2.5160703E-005	13	1.3498905E-001	9.5482855E+000	1.114999986479233E+000	-1.5376661E-005	-8.2743728E-001
2	1	0	1	0	5.103771184510973E+003	-6.9089150E-001	-6.9143444E-001	2.239174294475188E-002	1.000000000000000E+000	2.6310536E-005	13	1.3283615E-001	9.5482855E+000	1.164999985878239E+000	-1.5482423E-005	-8.2427061E-001
2	1	0	1	0	5.103821184510365E+003	-6.8989152E-001	-6.9043976E-001	2.239937855025623E-002	1.000000000000000E+000	2.7463982E-005	13	1.3077489E-001	9.5482855E+000	1.214999985269969E+000	-1.5465421E-005	-8.2121468E-001
2	1	0	1	0	5.103871184509757E+003	-6.8889153E-001	-6.8942708E-001	2.234933776263548E-002	1.000000000000000E+000	2.8618239E-005	13	1.2865539E-001	9.5482855E+000	1.264999984661699E+000	-1.5408239E-005	-8.1808245E-001
2	1	0	1	0	5.103921184509149E+003	-6.8789154E-001	-6.8842483E-001	2.247403854616337E-002	1.000000000000000E+000	2.9772827E-005	13	1.2659355E-001	9.5482855E+000	1.314999984053429E+000	-1.5471685E-005	-8.1501836E-001
2	1	0	1	0	5.103971184508548E+003	-6.8689150E-001	-6.8743336E-001	2.226810065460283E-002	1.000000000000000E+000	3.0925286E-005	13	1.2465433E-001	9.5482855E+000	1.364999983452435E+000	-1.5307834E-005	-8.1208771E-001
2	1	0	1	0	5.104021184507947E+003	-6.8589151E-001	-6.8646318E-001	2.230134925425603E-002	1.000000000000000E+000	3.2075623E-005	13	1.2247077E-001	9.5482855E+000	1.414999982851441E+000	-1.5309055E-005	-8.0893397E-001
2	1	0	1	0	5.104071184507338E+003	-6.8489152E-001	-6.8547267E-001	2.243864139179799E-002	1.000000000000000E+000	3.3229429E-005	13	1.2030462E-001	9.5482855E+000	1.464999982243171E+000	-1.5381076E-005	-8.0577731E-001
2	1	0	1	0	5.104121184506730E+003	-6.8389148E-001	-6.8444717E-001	2.225767150391911E-002	1.000000000000000E+000	3.4383767E-005	13	1.1816037E-001	9.5482855E+000	1.514999981634901E+000	-1.5234200E-005	-8.0260754E-001
2	1	0	1	0	5.104171184506122E+003	-6.8289149E-001	-6.8346000E-001	2.254547109111660E-002	1.000000000000000E+000	3.5539641E-005	13	1.1593537E-001	9.5482855E+000	1.564999981026631E+000	-1.5408928E-005	-7.9939538E-001
2	1	0	1	0	5.104221184505521E+003	-6.8189150E-001	-6.8245363E-001	2.243956020834895E-002	1.000000000000000E+000	3.6697649E-005	13	1.1402380E-001	9.5482855E+000	1.614999980425637E+000	-1.5313959E-005	-7.9647744E-001
2	1	0	1	0	5.104271184504920E+003	-6.8089151E-001	-6.8149287E-001	2.239927675799236E-002	1.000000000000000E+000	3.7853741E-005	13	1.1220559E-001	9.5482855E+000	1.664999979824643E+000	-1.5264948E-005	-7.9369843E-001
2	1	0	1	0	5.104321184504312E+003	-6.7989147E-001	-6.8047911E-001	2.265507889764934E-002	1.000000000000000E+000	3.9015013E-005	13	1.1004499E-001	9.5482855E+000	1.714999979216373E+000	-1.5416308E-005	-7.9052413E-001
2	1	0	1	0	5.104371184503703E+003	-6.7889148E-001	-6.7948008E-001	2.239243342558409E-002	1.000000000000000E+000	4.0176492E-005	13	1.0816156E-001	9.5482855E+000	1.764999978608103E+000	-1.5215212E-005	-7.8764164E-001
2	1	0	1	0	5.104421184503095E+003	-6.7789149E-001	-6.7843670E-001	2.248621515765847E-002	1.000000000000000E+000	4.1335130E-005	13	1.0622755E-001	9.5482855E+000	1.814999977999832E+000	-1.5255474E-005	-7.8466427E-001
2	1	0	1	0	5.104471184502494E+003	-6.7689151E-001	-6.7741758E-001	2.254200462872780E-002	1.000000000000000E+000	4.2495241E-005	13	1.0439529E-001	9.5482855E+000	1.864999977398838E+000	-1.5270351E-005	-7.8181285E-001
2	1	0	1	0	5.104521184501893E+003	-6.7589146E-001	-6.7646319E-001	2.239770211788175E-002	1.000000000000000E+000	4.3654858E-005	13	1.0225926E-001	9.5482855E+000	1.914999976797844E+000	-1.5151221E-005	-7.7872247E-001
2	1	0	1	0	5.104571184501285E+003	-6.7489147E-001	-6.7543453E-001	2.251903473882483E-002	1.000000000000000E+000	4.4813463E-005	13	1.0008603E-001	9.5482855E+000	1.964999976189574E+000	-1.5210134E-005	-7.7552056E-001
2	1	0	1	0	5.104621184500676E+003	-6.7389148E-001	-6.7444730E-001	2.249888886042217E-002	1.000000000000000E+000	4.5973324E-005	13	9.7971052E-002	9.5482855E+000	2.014999975581304E+000	-1.5174315E-005	-7.7241838E-001
2	1	0	1	0	5.104671184500068E+003	-6.7289144E-001	-6.7345154E-001	2.238447464683457E-002	1.000000000000000E+000	4.7130015E-005	13	9.6068606E-002	9.5482855E+000	2.064999974973034E+000	-1.5074859E-005	-7.6952016E-001
2	1	0	1	0	5.104721184499467E+003	-6.7189151E-001	-6.7245692E-001	2.259857842646951E-002	1.000000000000000E+000	4.8289159E-005	13	9.4035454E-002	9.5482855E+000	2.114999974372040E+000	-1.5196571E-005	-7.6649237E-001
2	1	0	1	0	5.104771184498866E+003	-6.7089146E-001	-6.7144948E-001	2.243585622205435E-002	1.000000000000000E+000	4.9449030E-005	13	9.2239410E-002	9.5482855E+000	2.164999973771046E+000	-1.5064544E-005	-7.6368892E-001
2	1	0	1	0	5.104821184498258E+003	-6.6989148E-001	-6.7046428E-001	2.253280270465263E-002	1.000000000000000E+000	5.0609309E-005	13	9.0315588E-002	9.5482855E+000	2.214999973162776E+000	-1.5107439E-005	-7.6077986E-001
2	1	0	1	0	5.104871184497650E+003	-6.6889143E-001	-6.6944945E-001	2.261339899161147E-002	1.000000000000000E+000	5.1772549E-005	13	8.8555783E-002	9.5482855E+000	2.264999972554506E+000	-1.5138527E-005	-7.5800526E-001
2	1	0	1	0	5.104921184497041E+003	-6.6789150E-001	-6.6846216E-001	2.243346427739756E-002	1.000000000000000E+000	5.2934924E-005	13	8.6665437E-002	9.5482855E+000	2.314999971946236E+000	-1.4995922E-005	-7.5512761E-001
2	1	0	1	0	5.104971184496440E+003	-6.6689152E-001	-6.6742724E-001	2.276046120095987E-002	1.000000000000000E+000	5.4101441E-005	13	8.4607542E-002	9.5482855E+000	2.364999971345242E+000	-1.5190952E-005	-7.5203478E-001
2	1	0	1	0	5.105021184495839E+003	-6.6589147E-001	-6.6644639E-001	2.259529499268087E-002	1.000000000000000E+000	5.5269193E-005	13	8.2745112E-002	9.5482855E+000	2.414999970744248E+000	-1.5058553E-005	-7.4919152E-001
